"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced"	"MCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Pennsylvania"	"42"	"2008"	"2008"	"Drug-induced causes"	"D"	1898	12612285	15.0
	"Pennsylvania"	"42"	"2008"	"2008"	"Alcohol-induced causes"	"A"	245	12612285	1.9
	"Pennsylvania"	"42"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	1870	12612285	14.8
	"Pennsylvania"	"42"	"2009"	"2009"	"Drug-induced causes"	"D"	1983	12666858	15.7
	"Pennsylvania"	"42"	"2009"	"2009"	"Alcohol-induced causes"	"A"	213	12666858	1.7
	"Pennsylvania"	"42"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	1931	12666858	15.2
	"Pennsylvania"	"42"	"2010"	"2010"	"Drug-induced causes"	"D"	1980	12702379	15.6
	"Pennsylvania"	"42"	"2010"	"2010"	"Alcohol-induced causes"	"A"	229	12702379	1.8
	"Pennsylvania"	"42"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	1940	12702379	15.3
	"Pennsylvania"	"42"	"2011"	"2011"	"Drug-induced causes"	"D"	2342	12742886	18.4
	"Pennsylvania"	"42"	"2011"	"2011"	"Alcohol-induced causes"	"A"	268	12742886	2.1
	"Pennsylvania"	"42"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	2313	12742886	18.2
	"Pennsylvania"	"42"	"2012"	"2012"	"Drug-induced causes"	"D"	2459	12763536	19.3
	"Pennsylvania"	"42"	"2012"	"2012"	"Alcohol-induced causes"	"A"	273	12763536	2.1
	"Pennsylvania"	"42"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	2405	12763536	18.8
	"Pennsylvania"	"42"	"2013"	"2013"	"Drug-induced causes"	"D"	2525	12773801	19.8
	"Pennsylvania"	"42"	"2013"	"2013"	"Alcohol-induced causes"	"A"	254	12773801	2.0
	"Pennsylvania"	"42"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	2475	12773801	19.4
	"Pennsylvania"	"42"	"2014"	"2014"	"Drug-induced causes"	"D"	2829	12787209	22.1
	"Pennsylvania"	"42"	"2014"	"2014"	"Alcohol-induced causes"	"A"	263	12787209	2.1
	"Pennsylvania"	"42"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	2787	12787209	21.8
	"Pennsylvania"	"42"	"2015"	"2015"	"Drug-induced causes"	"D"	3376	12802503	26.4
	"Pennsylvania"	"42"	"2015"	"2015"	"Alcohol-induced causes"	"A"	295	12802503	2.3
	"Pennsylvania"	"42"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	3325	12802503	26.0
	"Pennsylvania"	"42"	"2016"	"2016"	"Drug-induced causes"	"D"	4762	12784227	37.2
	"Pennsylvania"	"42"	"2016"	"2016"	"Alcohol-induced causes"	"A"	405	12784227	3.2
	"Pennsylvania"	"42"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	4696	12784227	36.7
	"Pennsylvania"	"42"	"2017"	"2017"	"Drug-induced causes"	"D"	5495	12805537	42.9
	"Pennsylvania"	"42"	"2017"	"2017"	"Alcohol-induced causes"	"A"	405	12805537	3.2
	"Pennsylvania"	"42"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	5456	12805537	42.6
	"Pennsylvania"	"42"	"2018"	"2018"	"Drug-induced causes"	"D"	4535	12807060	35.4
	"Pennsylvania"	"42"	"2018"	"2018"	"Alcohol-induced causes"	"A"	494	12807060	3.9
	"Pennsylvania"	"42"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	4480	12807060	35.0
	"Pennsylvania"	"42"	"2019"	"2019"	"Drug-induced causes"	"D"	4475	12801989	35.0
	"Pennsylvania"	"42"	"2019"	"2019"	"Alcohol-induced causes"	"A"	532	12801989	4.2
	"Pennsylvania"	"42"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	4437	12801989	34.7
	"Rhode Island"	"44"	"1999"	"1999"	"Drug-induced causes"	"D"	61	1040402	5.9
	"Rhode Island"	"44"	"1999"	"1999"	"Alcohol-induced causes"	"A"	10	1040402	Unreliable
	"Rhode Island"	"44"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	61	1040402	5.9
	"Rhode Island"	"44"	"2000"	"2000"	"Drug-induced causes"	"D"	76	1048319	7.2
	"Rhode Island"	"44"	"2000"	"2000"	"Alcohol-induced causes"	"A"	22	1048319	2.1
	"Rhode Island"	"44"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	76	1048319	7.2
	"Rhode Island"	"44"	"2001"	"2001"	"Drug-induced causes"	"D"	116	1057142	11.0
	"Rhode Island"	"44"	"2001"	"2001"	"Alcohol-induced causes"	"A"	26	1057142	2.5
	"Rhode Island"	"44"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	116	1057142	11.0
	"Rhode Island"	"44"	"2002"	"2002"	"Drug-induced causes"	"D"	112	1065995	10.5
	"Rhode Island"	"44"	"2002"	"2002"	"Alcohol-induced causes"	"A"	16	1065995	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	112	1065995	10.5
	"Rhode Island"	"44"	"2003"	"2003"	"Drug-induced causes"	"D"	157	1071342	14.7
	"Rhode Island"	"44"	"2003"	"2003"	"Alcohol-induced causes"	"A"	34	1071342	3.2
	"Rhode Island"	"44"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	157	1071342	14.7
	"Rhode Island"	"44"	"2004"	"2004"	"Drug-induced causes"	"D"	109	1074579	10.1
	"Rhode Island"	"44"	"2004"	"2004"	"Alcohol-induced causes"	"A"	29	1074579	2.7
	"Rhode Island"	"44"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	109	1074579	10.1
	"Rhode Island"	"44"	"2005"	"2005"	"Drug-induced causes"	"D"	163	1067916	15.3
	"Rhode Island"	"44"	"2005"	"2005"	"Alcohol-induced causes"	"A"	28	1067916	2.6
	"Rhode Island"	"44"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	162	1067916	15.2
	"Rhode Island"	"44"	"2006"	"2006"	"Drug-induced causes"	"D"	179	1063096	16.8
	"Rhode Island"	"44"	"2006"	"2006"	"Alcohol-induced causes"	"A"	46	1063096	4.3
	"Rhode Island"	"44"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	178	1063096	16.7
	"Rhode Island"	"44"	"2007"	"2007"	"Drug-induced causes"	"D"	142	1057315	13.4
	"Rhode Island"	"44"	"2007"	"2007"	"Alcohol-induced causes"	"A"	36	1057315	3.4
	"Rhode Island"	"44"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	139	1057315	13.1
	"Rhode Island"	"44"	"2008"	"2008"	"Drug-induced causes"	"D"	193	1055003	18.3
	"Rhode Island"	"44"	"2008"	"2008"	"Alcohol-induced causes"	"A"	52	1055003	4.9
	"Rhode Island"	"44"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	189	1055003	17.9
	"Rhode Island"	"44"	"2009"	"2009"	"Drug-induced causes"	"D"	168	1053646	15.9
	"Rhode Island"	"44"	"2009"	"2009"	"Alcohol-induced causes"	"A"	45	1053646	4.3
	"Rhode Island"	"44"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	166	1053646	15.8
	"Rhode Island"	"44"	"2010"	"2010"	"Drug-induced causes"	"D"	176	1052567	16.7
	"Rhode Island"	"44"	"2010"	"2010"	"Alcohol-induced causes"	"A"	46	1052567	4.4
	"Rhode Island"	"44"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	172	1052567	16.3
	"Rhode Island"	"44"	"2011"	"2011"	"Drug-induced causes"	"D"	193	1051302	18.4
	"Rhode Island"	"44"	"2011"	"2011"	"Alcohol-induced causes"	"A"	48	1051302	4.6
	"Rhode Island"	"44"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	192	1051302	18.3
	"Rhode Island"	"44"	"2012"	"2012"	"Drug-induced causes"	"D"	201	1050292	19.1
	"Rhode Island"	"44"	"2012"	"2012"	"Alcohol-induced causes"	"A"	55	1050292	5.2
	"Rhode Island"	"44"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	201	1050292	19.1
	"Rhode Island"	"44"	"2013"	"2013"	"Drug-induced causes"	"D"	252	1051511	24.0
	"Rhode Island"	"44"	"2013"	"2013"	"Alcohol-induced causes"	"A"	68	1051511	6.5
	"Rhode Island"	"44"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	244	1051511	23.2
	"Rhode Island"	"44"	"2014"	"2014"	"Drug-induced causes"	"D"	253	1055173	24.0
	"Rhode Island"	"44"	"2014"	"2014"	"Alcohol-induced causes"	"A"	68	1055173	6.4
	"Rhode Island"	"44"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	249	1055173	23.6
	"Rhode Island"	"44"	"2015"	"2015"	"Drug-induced causes"	"D"	318	1056298	30.1
	"Rhode Island"	"44"	"2015"	"2015"	"Alcohol-induced causes"	"A"	86	1056298	8.1
	"Rhode Island"	"44"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	314	1056298	29.7
	"Rhode Island"	"44"	"2016"	"2016"	"Drug-induced causes"	"D"	330	1056426	31.2
	"Rhode Island"	"44"	"2016"	"2016"	"Alcohol-induced causes"	"A"	84	1056426	8.0
	"Rhode Island"	"44"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	329	1056426	31.1
	"Rhode Island"	"44"	"2017"	"2017"	"Drug-induced causes"	"D"	322	1059639	30.4
	"Rhode Island"	"44"	"2017"	"2017"	"Alcohol-induced causes"	"A"	85	1059639	8.0
	"Rhode Island"	"44"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	322	1059639	30.4
	"Rhode Island"	"44"	"2018"	"2018"	"Drug-induced causes"	"D"	328	1057315	31.0
	"Rhode Island"	"44"	"2018"	"2018"	"Alcohol-induced causes"	"A"	107	1057315	10.1
	"Rhode Island"	"44"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	323	1057315	30.5
	"Rhode Island"	"44"	"2019"	"2019"	"Drug-induced causes"	"D"	312	1059361	29.5
	"Rhode Island"	"44"	"2019"	"2019"	"Alcohol-induced causes"	"A"	107	1059361	10.1
	"Rhode Island"	"44"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	310	1059361	29.3
	"South Carolina"	"45"	"1999"	"1999"	"Drug-induced causes"	"D"	168	3974682	4.2
	"South Carolina"	"45"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	167	3974682	4.2
	"South Carolina"	"45"	"2000"	"2000"	"Drug-induced causes"	"D"	289	4012012	7.2
	"South Carolina"	"45"	"2000"	"2000"	"Alcohol-induced causes"	"A"	31	4012012	0.8
	"South Carolina"	"45"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	286	4012012	7.1
	"South Carolina"	"45"	"2001"	"2001"	"Drug-induced causes"	"D"	265	4064995	6.5
	"South Carolina"	"45"	"2001"	"2001"	"Alcohol-induced causes"	"A"	40	4064995	1.0
	"South Carolina"	"45"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	261	4064995	6.4
	"South Carolina"	"45"	"2002"	"2002"	"Drug-induced causes"	"D"	238	4107795	5.8
	"South Carolina"	"45"	"2002"	"2002"	"Alcohol-induced causes"	"A"	35	4107795	0.9
	"South Carolina"	"45"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	235	4107795	5.7
	"South Carolina"	"45"	"2003"	"2003"	"Drug-induced causes"	"D"	310	4150297	7.5
	"South Carolina"	"45"	"2003"	"2003"	"Alcohol-induced causes"	"A"	28	4150297	0.7
	"South Carolina"	"45"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	307	4150297	7.4
	"South Carolina"	"45"	"2004"	"2004"	"Drug-induced causes"	"D"	383	4210921	9.1
	"South Carolina"	"45"	"2004"	"2004"	"Alcohol-induced causes"	"A"	22	4210921	0.5
	"South Carolina"	"45"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	381	4210921	9.0
	"South Carolina"	"45"	"2005"	"2005"	"Drug-induced causes"	"D"	486	4270150	11.4
	"South Carolina"	"45"	"2005"	"2005"	"Alcohol-induced causes"	"A"	40	4270150	0.9
	"South Carolina"	"45"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	484	4270150	11.3
	"South Carolina"	"45"	"2006"	"2006"	"Drug-induced causes"	"D"	641	4357847	14.7
	"South Carolina"	"45"	"2006"	"2006"	"Alcohol-induced causes"	"A"	49	4357847	1.1
	"South Carolina"	"45"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	638	4357847	14.6
	"South Carolina"	"45"	"2007"	"2007"	"Drug-induced causes"	"D"	584	4444110	13.1
	"South Carolina"	"45"	"2007"	"2007"	"Alcohol-induced causes"	"A"	49	4444110	1.1
	"South Carolina"	"45"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	583	4444110	13.1
	"South Carolina"	"45"	"2008"	"2008"	"Drug-induced causes"	"D"	588	4528996	13.0
	"South Carolina"	"45"	"2008"	"2008"	"Alcohol-induced causes"	"A"	61	4528996	1.3
	"South Carolina"	"45"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	585	4528996	12.9
	"South Carolina"	"45"	"2009"	"2009"	"Drug-induced causes"	"D"	631	4589872	13.7
	"South Carolina"	"45"	"2009"	"2009"	"Alcohol-induced causes"	"A"	56	4589872	1.2
	"South Carolina"	"45"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	629	4589872	13.7
	"South Carolina"	"45"	"2010"	"2010"	"Drug-induced causes"	"D"	697	4625364	15.1
	"South Carolina"	"45"	"2010"	"2010"	"Alcohol-induced causes"	"A"	70	4625364	1.5
	"South Carolina"	"45"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	697	4625364	15.1
	"South Carolina"	"45"	"2011"	"2011"	"Drug-induced causes"	"D"	641	4679230	13.7
	"South Carolina"	"45"	"2011"	"2011"	"Alcohol-induced causes"	"A"	56	4679230	1.2
	"South Carolina"	"45"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	639	4679230	13.7
	"South Carolina"	"45"	"2012"	"2012"	"Drug-induced causes"	"D"	611	4723723	12.9
	"South Carolina"	"45"	"2012"	"2012"	"Alcohol-induced causes"	"A"	52	4723723	1.1
	"South Carolina"	"45"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	609	4723723	12.9
	"South Carolina"	"45"	"2013"	"2013"	"Drug-induced causes"	"D"	648	4774839	13.6
	"South Carolina"	"45"	"2013"	"2013"	"Alcohol-induced causes"	"A"	67	4774839	1.4
	"South Carolina"	"45"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	645	4774839	13.5
	"South Carolina"	"45"	"2014"	"2014"	"Drug-induced causes"	"D"	726	4832482	15.0
	"South Carolina"	"45"	"2014"	"2014"	"Alcohol-induced causes"	"A"	101	4832482	2.1
	"South Carolina"	"45"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	724	4832482	15.0
	"South Carolina"	"45"	"2015"	"2015"	"Drug-induced causes"	"D"	793	4896146	16.2
	"South Carolina"	"45"	"2015"	"2015"	"Alcohol-induced causes"	"A"	105	4896146	2.1
	"South Carolina"	"45"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	790	4896146	16.1
	"South Carolina"	"45"	"2016"	"2016"	"Drug-induced causes"	"D"	927	4961119	18.7
	"South Carolina"	"45"	"2016"	"2016"	"Alcohol-induced causes"	"A"	139	4961119	2.8
	"South Carolina"	"45"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	921	4961119	18.6
	"South Carolina"	"45"	"2017"	"2017"	"Drug-induced causes"	"D"	1052	5024369	20.9
	"South Carolina"	"45"	"2017"	"2017"	"Alcohol-induced causes"	"A"	128	5024369	2.5
	"South Carolina"	"45"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	1051	5024369	20.9
	"South Carolina"	"45"	"2018"	"2018"	"Drug-induced causes"	"D"	1195	5084127	23.5
	"South Carolina"	"45"	"2018"	"2018"	"Alcohol-induced causes"	"A"	153	5084127	3.0
	"South Carolina"	"45"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	1192	5084127	23.4
	"South Carolina"	"45"	"2019"	"2019"	"Drug-induced causes"	"D"	1181	5148714	22.9
	"South Carolina"	"45"	"2019"	"2019"	"Alcohol-induced causes"	"A"	159	5148714	3.1
	"South Carolina"	"45"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	1179	5148714	22.9
	"South Dakota"	"46"	"1999"	"1999"	"Drug-induced causes"	"D"	20	750412	2.7
	"South Dakota"	"46"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	20	750412	2.7
	"South Dakota"	"46"	"2000"	"2000"	"Drug-induced causes"	"D"	25	754844	3.3
	"South Dakota"	"46"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	25	754844	3.3
	"South Dakota"	"46"	"2001"	"2001"	"Drug-induced causes"	"D"	25	757972	3.3
	"South Dakota"	"46"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	25	757972	3.3
	"South Dakota"	"46"	"2002"	"2002"	"Drug-induced causes"	"D"	24	760020	3.2
	"South Dakota"	"46"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	24	760020	3.2
	"South Dakota"	"46"	"2003"	"2003"	"Drug-induced causes"	"D"	25	763729	3.3
	"South Dakota"	"46"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	25	763729	3.3
	"South Dakota"	"46"	"2004"	"2004"	"Drug-induced causes"	"D"	51	770396	6.6
	"South Dakota"	"46"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	50	770396	6.5
	"South Dakota"	"46"	"2005"	"2005"	"Drug-induced causes"	"D"	47	775493	6.1
	"South Dakota"	"46"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	47	775493	6.1
	"South Dakota"	"46"	"2006"	"2006"	"Drug-induced causes"	"D"	43	783033	5.5
	"South Dakota"	"46"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	43	783033	5.5
	"South Dakota"	"46"	"2007"	"2007"	"Drug-induced causes"	"D"	34	791623	4.3
	"South Dakota"	"46"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	34	791623	4.3
	"South Dakota"	"46"	"2008"	"2008"	"Drug-induced causes"	"D"	57	799124	7.1
	"South Dakota"	"46"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	57	799124	7.1
	"South Dakota"	"46"	"2009"	"2009"	"Drug-induced causes"	"D"	51	807067	6.3
	"South Dakota"	"46"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	51	807067	6.3
	"South Dakota"	"46"	"2010"	"2010"	"Drug-induced causes"	"D"	48	814180	5.9
	"South Dakota"	"46"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	48	814180	5.9
	"South Dakota"	"46"	"2011"	"2011"	"Drug-induced causes"	"D"	60	824082	7.3
	"South Dakota"	"46"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	60	824082	7.3
	"South Dakota"	"46"	"2012"	"2012"	"Drug-induced causes"	"D"	45	833354	5.4
	"South Dakota"	"46"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	44	833354	5.3
	"South Dakota"	"46"	"2013"	"2013"	"Drug-induced causes"	"D"	57	844877	6.7
	"South Dakota"	"46"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	57	844877	6.7
	"South Dakota"	"46"	"2014"	"2014"	"Drug-induced causes"	"D"	70	853175	8.2
	"South Dakota"	"46"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	69	853175	8.1
	"South Dakota"	"46"	"2015"	"2015"	"Drug-induced causes"	"D"	72	858469	8.4
	"South Dakota"	"46"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	71	858469	8.3
	"South Dakota"	"46"	"2016"	"2016"	"Drug-induced causes"	"D"	75	865454	8.7
	"South Dakota"	"46"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	75	865454	8.7
	"South Dakota"	"46"	"2017"	"2017"	"Drug-induced causes"	"D"	81	869666	9.3
	"South Dakota"	"46"	"2017"	"2017"	"Alcohol-induced causes"	"A"	11	869666	Unreliable
	"South Dakota"	"46"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	80	869666	9.2
	"South Dakota"	"46"	"2018"	"2018"	"Drug-induced causes"	"D"	59	882235	6.7
	"South Dakota"	"46"	"2018"	"2018"	"Alcohol-induced causes"	"A"	11	882235	Unreliable
	"South Dakota"	"46"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	58	882235	6.6
	"South Dakota"	"46"	"2019"	"2019"	"Drug-induced causes"	"D"	90	884659	10.2
	"South Dakota"	"46"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	90	884659	10.2
	"Tennessee"	"47"	"1999"	"1999"	"Drug-induced causes"	"D"	374	5638706	6.6
	"Tennessee"	"47"	"1999"	"1999"	"Alcohol-induced causes"	"A"	20	5638706	0.4
	"Tennessee"	"47"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	371	5638706	6.6
	"Tennessee"	"47"	"2000"	"2000"	"Drug-induced causes"	"D"	426	5689283	7.5
	"Tennessee"	"47"	"2000"	"2000"	"Alcohol-induced causes"	"A"	48	5689283	0.8
	"Tennessee"	"47"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	425	5689283	7.5
	"Tennessee"	"47"	"2001"	"2001"	"Drug-induced causes"	"D"	469	5750789	8.2
	"Tennessee"	"47"	"2001"	"2001"	"Alcohol-induced causes"	"A"	46	5750789	0.8
	"Tennessee"	"47"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	465	5750789	8.1
	"Tennessee"	"47"	"2002"	"2002"	"Drug-induced causes"	"D"	524	5795918	9.0
	"Tennessee"	"47"	"2002"	"2002"	"Alcohol-induced causes"	"A"	40	5795918	0.7
	"Tennessee"	"47"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	521	5795918	9.0
	"Tennessee"	"47"	"2003"	"2003"	"Drug-induced causes"	"D"	713	5847812	12.2
	"Tennessee"	"47"	"2003"	"2003"	"Alcohol-induced causes"	"A"	61	5847812	1.0
	"Tennessee"	"47"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	709	5847812	12.1
	"Tennessee"	"47"	"2004"	"2004"	"Drug-induced causes"	"D"	822	5910809	13.9
	"Tennessee"	"47"	"2004"	"2004"	"Alcohol-induced causes"	"A"	78	5910809	1.3
	"Tennessee"	"47"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	820	5910809	13.9
	"Tennessee"	"47"	"2005"	"2005"	"Drug-induced causes"	"D"	936	5991057	15.6
	"Tennessee"	"47"	"2005"	"2005"	"Alcohol-induced causes"	"A"	94	5991057	1.6
	"Tennessee"	"47"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	934	5991057	15.6
	"Tennessee"	"47"	"2006"	"2006"	"Drug-induced causes"	"D"	1030	6088766	16.9
	"Tennessee"	"47"	"2006"	"2006"	"Alcohol-induced causes"	"A"	98	6088766	1.6
	"Tennessee"	"47"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	1023	6088766	16.8
	"Tennessee"	"47"	"2007"	"2007"	"Drug-induced causes"	"D"	1035	6175727	16.8
	"Tennessee"	"47"	"2007"	"2007"	"Alcohol-induced causes"	"A"	101	6175727	1.6
	"Tennessee"	"47"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	1025	6175727	16.6
	"Tennessee"	"47"	"2008"	"2008"	"Drug-induced causes"	"D"	977	6247411	15.6
	"Tennessee"	"47"	"2008"	"2008"	"Alcohol-induced causes"	"A"	108	6247411	1.7
	"Tennessee"	"47"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	967	6247411	15.5
	"Tennessee"	"47"	"2009"	"2009"	"Drug-induced causes"	"D"	1000	6306019	15.9
	"Tennessee"	"47"	"2009"	"2009"	"Alcohol-induced causes"	"A"	112	6306019	1.8
	"Tennessee"	"47"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	991	6306019	15.7
	"Tennessee"	"47"	"2010"	"2010"	"Drug-induced causes"	"D"	1132	6346105	17.8
	"Tennessee"	"47"	"2010"	"2010"	"Alcohol-induced causes"	"A"	120	6346105	1.9
	"Tennessee"	"47"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	1121	6346105	17.7
	"Tennessee"	"47"	"2011"	"2011"	"Drug-induced causes"	"D"	1123	6403353	17.5
	"Tennessee"	"47"	"2011"	"2011"	"Alcohol-induced causes"	"A"	95	6403353	1.5
	"Tennessee"	"47"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	1120	6403353	17.5
	"Tennessee"	"47"	"2012"	"2012"	"Drug-induced causes"	"D"	1221	6456243	18.9
	"Tennessee"	"47"	"2012"	"2012"	"Alcohol-induced causes"	"A"	131	6456243	2.0
	"Tennessee"	"47"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	1173	6456243	18.2
	"Tennessee"	"47"	"2013"	"2013"	"Drug-induced causes"	"D"	1284	6495978	19.8
	"Tennessee"	"47"	"2013"	"2013"	"Alcohol-induced causes"	"A"	154	6495978	2.4
	"Tennessee"	"47"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	1236	6495978	19.0
	"Tennessee"	"47"	"2014"	"2014"	"Drug-induced causes"	"D"	1330	6549352	20.3
	"Tennessee"	"47"	"2014"	"2014"	"Alcohol-induced causes"	"A"	158	6549352	2.4
	"Tennessee"	"47"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	1315	6549352	20.1
	"Tennessee"	"47"	"2015"	"2015"	"Drug-induced causes"	"D"	1546	6600299	23.4
	"Tennessee"	"47"	"2015"	"2015"	"Alcohol-induced causes"	"A"	233	6600299	3.5
	"Tennessee"	"47"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	1526	6600299	23.1
	"Tennessee"	"47"	"2016"	"2016"	"Drug-induced causes"	"D"	1740	6651194	26.2
	"Tennessee"	"47"	"2016"	"2016"	"Alcohol-induced causes"	"A"	254	6651194	3.8
	"Tennessee"	"47"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	1723	6651194	25.9
	"Tennessee"	"47"	"2017"	"2017"	"Drug-induced causes"	"D"	1898	6715984	28.3
	"Tennessee"	"47"	"2017"	"2017"	"Alcohol-induced causes"	"A"	280	6715984	4.2
	"Tennessee"	"47"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	1879	6715984	28.0
	"Tennessee"	"47"	"2018"	"2018"	"Drug-induced causes"	"D"	1950	6770010	28.8
	"Tennessee"	"47"	"2018"	"2018"	"Alcohol-induced causes"	"A"	265	6770010	3.9
	"Tennessee"	"47"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	1932	6770010	28.5
	"Tennessee"	"47"	"2019"	"2019"	"Drug-induced causes"	"D"	2219	6829174	32.5
	"Tennessee"	"47"	"2019"	"2019"	"Alcohol-induced causes"	"A"	322	6829174	4.7
	"Tennessee"	"47"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	2205	6829174	32.3
	"Texas"	"48"	"1999"	"1999"	"Drug-induced causes"	"D"	1250	20558220	6.1
